INFO | __main__ | 2025-01-11 02:50:16 | Preloaded Directory Afghanistan
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Rwanda
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Saint Kitts and Nevis
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Saint Lucia
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Saint Vincent and the Grenadines
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Samoa
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory San Marino
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Sao Tome and Principe
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Saudi Arabia
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Senegal
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Serbia
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Seychelles
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Sierra Leone
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Singapore
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Slovakia
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Slovenia
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Solomon Islands
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Somalia
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory South Africa
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory South Korea
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory South Sudan
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Spain
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Sri Lanka
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Sudan
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Suriname
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Sweden
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Switzerland
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Syria
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Tajikistan
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Tanzania
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Thailand
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Timor-Leste
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Togo
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Tonga
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Trinidad and Tobago
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Tunisia
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Turkmenistan
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Tuvalu
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Türkiye
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Uganda
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Ukraine
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory United Arab Emirates
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory United Kingdom of Great Britain and Northern Ireland
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory United States of America
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Uruguay
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Uzbekistan
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Vanuatu
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Venezuela
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Vietnam
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Yemen
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Zambia
INFO | __main__ | 2025-01-11 02:50:20 | Preloaded Directory Zimbabwe
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Afghanistan\Area_of_Afghanistan.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Afghanistan\Capital_of_Afghanistan.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Afghanistan\Currency_of_Afghanistan.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Afghanistan\GDP_of_Afghanistan.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Afghanistan\Population_of_Afghanistan.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Afghanistan\Summary_of_Afghanistan.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Afghanistan\The_Coat_of_Arms_of_Afghanistan.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Afghanistan\The_Flag_of_Afghanistan.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Afghanistan\The_Map_of_Afghanistan.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Albania\Area_of_Albania.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Albania\Capital_of_Albania.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Albania\Currency_of_Albania.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Albania\GDP_of_Albania.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Albania\Population_of_Albania.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Albania\Summary_of_Albania.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Albania\The_Coat_of_Arms_of_Albania.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Albania\The_Flag_of_Albania.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Albania\The_Map_of_Albania.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Algeria\Area_of_Algeria.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Algeria\Capital_of_Algeria.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Algeria\Currency_of_Algeria.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Algeria\GDP_of_Algeria.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Algeria\Population_of_Algeria.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Algeria\Summary_of_Algeria.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Algeria\The_Coat_of_Arms_of_Algeria.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Algeria\The_Flag_of_Algeria.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Algeria\The_Map_of_Algeria.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Andorra\Area_of_Andorra.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Andorra\Capital_of_Andorra.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Andorra\Currency_of_Andorra.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Andorra\GDP_of_Andorra.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Andorra\Population_of_Andorra.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Andorra\Summary_of_Andorra.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Andorra\The_Coat_of_Arms_of_Andorra.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Andorra\The_Flag_of_Andorra.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Andorra\The_Map_of_Andorra.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Angola\Area_of_Angola.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Angola\Capital_of_Angola.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Angola\Currency_of_Angola.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Angola\GDP_of_Angola.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Angola\Population_of_Angola.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Angola\Summary_of_Angola.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Angola\The_Coat_of_Arms_of_Angola.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Angola\The_Flag_of_Angola.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Angola\The_Map_of_Angola.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Antigua and Barbuda\Area_of_Antigua_and_Barbuda.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Antigua and Barbuda\Capital_of_Antigua_and_Barbuda.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Antigua and Barbuda\Currency_of_Antigua_and_Barbuda.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Antigua and Barbuda\GDP_of_Antigua_and_Barbuda.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Antigua and Barbuda\Population_of_Antigua_and_Barbuda.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Antigua and Barbuda\Summary_of_Antigua_and_Barbuda.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Antigua and Barbuda\The_Coat_of_Arms_of_Antigua_and_Barbuda.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Antigua and Barbuda\The_Flag_of_Antigua_and_Barbuda.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Antigua and Barbuda\The_Map_of_Antigua_and_Barbuda.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Argentina\Area_of_Argentina.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Argentina\Capital_of_Argentina.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Argentina\Currency_of_Argentina.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Argentina\GDP_of_Argentina.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Argentina\Population_of_Argentina.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Argentina\Summary_of_Argentina.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Argentina\The_Coat_of_Arms_of_Argentina.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Argentina\The_Flag_of_Argentina.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Argentina\The_Map_of_Argentina.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Armenia\Area_of_Armenia.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Armenia\Capital_of_Armenia.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Armenia\Currency_of_Armenia.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Armenia\GDP_of_Armenia.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Armenia\Population_of_Armenia.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Armenia\Summary_of_Armenia.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Armenia\The_Coat_of_Arms_of_Armenia.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Armenia\The_Flag_of_Armenia.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Armenia\The_Map_of_Armenia.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Australia\Area_of_Australia.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Australia\Capital_of_Australia.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Australia\Currency_of_Australia.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Australia\GDP_of_Australia.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Australia\Population_of_Australia.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Australia\Summary_of_Australia.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Australia\The_Coat_of_Arms_of_Australia.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Australia\The_Flag_of_Australia.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Australia\The_Map_of_Australia.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Austria\Area_of_Austria.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Austria\Capital_of_Austria.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Austria\Currency_of_Austria.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Austria\GDP_of_Austria.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Austria\Population_of_Austria.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Austria\Summary_of_Austria.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Austria\The_Coat_of_Arms_of_Austria.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Austria\The_Flag_of_Austria.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Austria\The_Map_of_Austria.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Azerbaijan\Area_of_Azerbaijan.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Azerbaijan\Capital_of_Azerbaijan.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Azerbaijan\Currency_of_Azerbaijan.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Azerbaijan\GDP_of_Azerbaijan.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Azerbaijan\Population_of_Azerbaijan.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Azerbaijan\Summary_of_Azerbaijan.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Azerbaijan\The_Coat_of_Arms_of_Azerbaijan.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Azerbaijan\The_Flag_of_Azerbaijan.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Azerbaijan\The_Map_of_Azerbaijan.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahamas\Area_of_Bahamas.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahamas\Capital_of_Bahamas.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahamas\Currency_of_Bahamas.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahamas\GDP_of_Bahamas.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahamas\Population_of_Bahamas.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahamas\Summary_of_Bahamas.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahamas\The_Coat_of_Arms_of_Bahamas.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahamas\The_Flag_of_Bahamas.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahamas\The_Map_of_Bahamas.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahrain\Area_of_Bahrain.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahrain\Capital_of_Bahrain.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahrain\Currency_of_Bahrain.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahrain\GDP_of_Bahrain.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahrain\Population_of_Bahrain.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahrain\Summary_of_Bahrain.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahrain\The_Coat_of_Arms_of_Bahrain.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahrain\The_Flag_of_Bahrain.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bahrain\The_Map_of_Bahrain.png
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bangladesh\Area_of_Bangladesh.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bangladesh\Capital_of_Bangladesh.txt
INFO | __main__ | 2025-01-11 02:53:05 | Closed File The-World/static\Bangladesh\Currency_of_Bangladesh.txt
